"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Sexo (Código)","Sexo","Unidade de Medida (Código)","Unidade de Medida","Valor"
"2330","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",559
"2331","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",226
"2332","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",333
"2333","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",5.4
"2334","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",8.8
"2335","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",6.3
"2336","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",100
"2337","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",40.4
"2338","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",59.6
"2339","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",NA
"2340","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",6.2
"2341","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",4.2
"2342","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","1572","Mil pessoas",1843
"2343","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","1572","Mil pessoas",903
"2344","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","1572","Mil pessoas",940
"2345","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",1.4
"2346","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",1.9
"2347","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",2.4
"2348","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",100
"2349","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",49
"2350","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",51
"2351","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",NA
"2352","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",1.7
"2353","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",1.6
"2354","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","1572","Mil pessoas",265
"2355","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","1572","Mil pessoas",113
"2356","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","1572","Mil pessoas",152
"2357","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",6.9
"2358","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",10
"2359","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",9.2
"2360","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",100
"2361","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",42.5
"2362","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",57.5
"2363","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",NA
"2364","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",7.6
"2365","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",5.6
"2366","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",172
"2367","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",69
"2368","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",103
"2369","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",9.2
"2370","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",13.7
"2371","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",11.1
"2372","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"2373","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",40.1
"2374","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",59.9
"2375","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"2376","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",9.8
"2377","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",6.6
"2378","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","1572","Mil pessoas",130
"2379","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","1572","Mil pessoas",50
"2380","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",81
"2381","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",10.9
"2382","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",15.2
"2383","6","Município","2927408","Salvador (BA)","201901","1º trimestre 2019","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",12.6
